"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"3547106","Santa Mercedes (SP)","3012"
"3547205","Santana da Ponte Pensa (SP)","1698"
"3547304","Santana de Parnaíba (SP)","162341"
"3547403","Santa Rita d'Oeste (SP)","2790"
"3547502","Santa Rita do Passa Quatro (SP)","25060"
"3547601","Santa Rosa de Viterbo (SP)","23725"
"3547650","Santa Salete (SP)","1686"
"3547700","Santo Anastácio (SP)","18045"
"3547809","Santo André (SP)","778711"
"3547908","Santo Antônio da Alegria (SP)","6917"
"3548005","Santo Antônio de Posse (SP)","23779"
"3548054","Santo Antônio do Aracanguá (SP)","8568"
"3548104","Santo Antônio do Jardim (SP)","6237"
"3548203","Santo Antônio do Pinhal (SP)","7294"
"3548302","Santo Expedito (SP)","3063"
"3548401","Santópolis do Aguapeí (SP)","3933"
"3548500","Santos (SP)","429567"
"3548609","São Bento do Sapucaí (SP)","11948"
"3548708","São Bernardo do Campo (SP)","840499"
"3548807","São Caetano do Sul (SP)","172109"
"3548906","São Carlos (SP)","265294"
"3549003","São Francisco (SP)","2629"
"3549102","São João da Boa Vista (SP)","95762"
"3549201","São João das Duas Pontes (SP)","2622"
"3549250","São João de Iracema (SP)","1880"
"3549300","São João do Pau d'Alho (SP)","2288"
"3549409","São Joaquim da Barra (SP)","49815"
"3549508","São José da Bela Vista (SP)","7690"
"3549607","São José do Barreiro (SP)","3898"
"3549706","São José do Rio Pardo (SP)","53416"
"3549805","São José do Rio Preto (SP)","501597"
"3549904","São José dos Campos (SP)","724756"
"3549953","São Lourenço da Serra (SP)","16458"
"3550001","São Luiz do Paraitinga (SP)","10497"
"3550100","São Manuel (SP)","38166"
"3550209","São Miguel Arcanjo (SP)","32904"
"3550308","São Paulo (SP)","11895578"
"3550407","São Pedro (SP)","39725"
"3550506","São Pedro do Turvo (SP)","7333"
"3550605","São Roque (SP)","81342"
"3550704","São Sebastião (SP)","84019"
"3550803","São Sebastião da Grama (SP)","10484"
"3550902","São Simão (SP)","13590"
"3551009","São Vicente (SP)","338407"
"3551108","Sarapuí (SP)","10632"
"3551207","Sarutaiá (SP)","3769"
"3551306","Sebastianópolis do Sul (SP)","3187"
"3551405","Serra Azul (SP)","13058"
"3551504","Serrana (SP)","45408"
"3551603","Serra Negra (SP)","30920"
"3551702","Sertãozinho (SP)","131600"
"3551801","Sete Barras (SP)","12912"
"3551900","Severínia (SP)","14724"
"3552007","Silveiras (SP)","6313"
"3552106","Socorro (SP)","41405"
"3552205","Sorocaba (SP)","757459"
"3552304","Sud Mennucci (SP)","7466"
"3552403","Sumaré (SP)","289787"
"3552502","Suzano (SP)","318765"
"3552551","Suzanápolis (SP)","3464"
"3552601","Tabapuã (SP)","11499"
"3552700","Tabatinga (SP)","14994"
"3552809","Taboão da Serra (SP)","284274"
"3552908","Taciba (SP)","6399"
"3553005","Taguaí (SP)","13006"
"3553104","Taiaçu (SP)","5751"
"3553203","Taiúva (SP)","6733"
"3553302","Tambaú (SP)","21682"
"3553401","Tanabi (SP)","26021"
"3553500","Tapiraí (SP)","8122"
"3553609","Tapiratiba (SP)","11936"
"3553658","Taquaral (SP)","2652"
"3553708","Taquaritinga (SP)","53322"
"3553807","Taquarituba (SP)","24863"
"3553856","Taquarivaí (SP)","7112"
"3553906","Tarabai (SP)","6635"
"3553955","Tarumã (SP)","15248"
"3554003","Tatuí (SP)","128560"
"3554102","Taubaté (SP)","321298"
"3554201","Tejupá (SP)","4142"
"3554300","Teodoro Sampaio (SP)","22559"
"3554409","Terra Roxa (SP)","7985"
"3554508","Tietê (SP)","38690"
"3554607","Timburi (SP)","2490"
"3554656","Torre de Pedra (SP)","2063"
"3554706","Torrinha (SP)","9484"
"3554755","Trabiju (SP)","1719"
"3554805","Tremembé (SP)","53083"
"3554904","Três Fronteiras (SP)","7013"
"3554953","Tuiuti (SP)","6947"
"3555000","Tupã (SP)","65416"
"3555109","Tupi Paulista (SP)","16206"
"3555208","Turiúba (SP)","1839"
"3555307","Turmalina (SP)","1672"
"3555356","Ubarana (SP)","5456"
"3555406","Ubatuba (SP)","96598"
"3555505","Ubirajara (SP)","5265"
"3555604","Uchoa (SP)","10627"
"3555703","União Paulista (SP)","1628"
"3555802","Urânia (SP)","8973"
"3555901","Uru (SP)","1419"
"3556008","Urupês (SP)","14038"
"3556107","Valentim Gentil (SP)","14531"
"3556206","Valinhos (SP)","131277"
"3556305","Valparaíso (SP)","24723"
"3556354","Vargem (SP)","10805"
"3556404","Vargem Grande do Sul (SP)","41226"
"3556453","Vargem Grande Paulista (SP)","52103"
"3556503","Várzea Paulista (SP)","119576"
"3556602","Vera Cruz (SP)","10294"
"3556701","Vinhedo (SP)","79235"
"3556800","Viradouro (SP)","17681"
"3556909","Vista Alegre do Alto (SP)","8327"
"3556958","Vitória Brasil (SP)","1826"
"3557006","Votorantim (SP)","132849"
"3557105","Votuporanga (SP)","100159"
"3557154","Zacarias (SP)","2761"
"3557204","Chavantes (SP)","12411"
"3557303","Estiva Gerbi (SP)","11566"
"4100103","Abatiá (PR)","7271"
"4100202","Adrianópolis (PR)","6327"
"4100301","Agudos do Sul (PR)","10646"
"4100400","Almirante Tamandaré (PR)","124788"
"4100459","Altamira do Paraná (PR)","3543"
"4100509","Altônia (PR)","18750"
"4100608","Alto Paraná (PR)","14138"
"4100707","Alto Piquiri (PR)","9802"
"4100806","Alvorada do Sul (PR)","10478"
"4100905","Amaporã (PR)","4736"
"4101002","Ampére (PR)","20199"
"4101051","Anahy (PR)","2965"
"4101101","Andirá (PR)","20044"
"4101150","Ângulo (PR)","3332"
"4101200","Antonina (PR)","18223"
"4101309","Antônio Olinto (PR)","7071"
"4101408","Apucarana (PR)","134306"
"4101507","Arapongas (PR)","123863"
"4101606","Arapoti (PR)","26310"
"4101655","Arapuã (PR)","3573"
"4101705","Araruna (PR)","14824"
"4101804","Araucária (PR)","160038"
"4101853","Ariranha do Ivaí (PR)","2351"
"4101903","Assaí (PR)","13643"
"4102000","Assis Chateaubriand (PR)","38105"
"4102109","Astorga (PR)","26145"
"4102208","Atalaia (PR)","4045"
"4102307","Balsa Nova (PR)","13871"
"4102406","Bandeirantes (PR)","31807"
"4102505","Barbosa Ferraz (PR)","10692"
"4102604","Barracão (PR)","9900"
"4102703","Barra do Jacaré (PR)","2866"
"4102752","Bela Vista da Caroba (PR)","4100"
"4102802","Bela Vista do Paraíso (PR)","14998"
"4102901","Bituruna (PR)","15689"
"4103008","Boa Esperança (PR)","4622"
"4103024","Boa Esperança do Iguaçu (PR)","2448"
"4103040","Boa Ventura de São Roque (PR)","6244"
"4103057","Boa Vista da Aparecida (PR)","8034"
"4103107","Bocaiúva do Sul (PR)","13804"
"4103156","Bom Jesus do Sul (PR)","4061"
"4103206","Bom Sucesso (PR)","6677"
"4103222","Bom Sucesso do Sul (PR)","3234"
"4103305","Borrazópolis (PR)","7824"
"4103354","Braganey (PR)","4802"
"4103370","Brasilândia do Sul (PR)","3828"
"4103404","Cafeara (PR)","2655"
"4103453","Cafelândia (PR)","19844"
"4103479","Cafezal do Sul (PR)","4561"
"4103503","Califórnia (PR)","8921"
"4103602","Cambará (PR)","23430"
"4103701","Cambé (PR)","111009"
"4103800","Cambira (PR)","9899"
"4103909","Campina da Lagoa (PR)","15979"
"4103958","Campina do Simão (PR)","3973"
"4104006","Campina Grande do Sul (PR)","49971"
"4104055","Campo Bonito (PR)","4032"
"4104105","Campo do Tenente (PR)","7666"
"4104204","Campo Largo (PR)","142695"
"4104253","Campo Magro (PR)","31555"
"4104303","Campo Mourão (PR)","103340"
"4104402","Cândido de Abreu (PR)","15255"
"4104428","Candói (PR)","15174"
"4104451","Cantagalo (PR)","10799"
"4104501","Capanema (PR)","21022"
"4104600","Capitão Leônidas Marques (PR)","14796"
"4104659","Carambeí (PR)","24159"
"4104709","Carlópolis (PR)","17567"
"4104808","Cascavel (PR)","364104"
"4104907","Castro (PR)","75291"
"4105003","Catanduvas (PR)","10627"
"4105102","Centenário do Sul (PR)","10936"
"4105201","Cerro Azul (PR)","16240"
"4105300","Céu Azul (PR)","11251"
"4105409","Chopinzinho (PR)","21559"
"4105508","Cianorte (PR)","82359"
"4105607","Cidade Gaúcha (PR)","11684"
"4105706","Clevelândia (PR)","14975"
"4105805","Colombo (PR)","240720"
"4105904","Colorado (PR)","23278"
"4106001","Congonhinhas (PR)","8442"
"4106100","Conselheiro Mairinck (PR)","3486"
"4106209","Contenda (PR)","19827"
"4106308","Corbélia (PR)","17862"
"4106407","Cornélio Procópio (PR)","45830"
"4106456","Coronel Domingos Soares (PR)","5516"
"4106506","Coronel Vivida (PR)","23859"
"4106555","Corumbataí do Sul (PR)","3780"
"4106571","Cruzeiro do Iguaçu (PR)","4171"
"4106605","Cruzeiro do Oeste (PR)","24622"
"4106704","Cruzeiro do Sul (PR)","4547"
"4106803","Cruz Machado (PR)","15910"
"4106852","Cruzmaltina (PR)","2896"
"4106902","Curitiba (PR)","1829225"
"4107009","Curiúva (PR)","13802"
"4107108","Diamante do Norte (PR)","5164"
"4107124","Diamante do Sul (PR)","3170"
"4107157","Diamante D'Oeste (PR)","4557"
"4107207","Dois Vizinhos (PR)","47014"
"4107256","Douradina (PR)","9525"
"4107306","Doutor Camargo (PR)","6484"
"4107405","Enéas Marques (PR)","6070"
"4107504","Engenheiro Beltrão (PR)","12431"
"4107520","Esperança Nova (PR)","1858"
"4107538","Entre Rios do Oeste (PR)","4729"
"4107546","Espigão Alto do Iguaçu (PR)","4881"
"4107553","Farol (PR)","3023"
"4107603","Faxinal (PR)","16618"
"4107652","Fazenda Rio Grande (PR)","161506"
"4107702","Fênix (PR)","4512"
"4107736","Fernandes Pinheiro (PR)","6387"
"4107751","Figueira (PR)","8144"
"4107801","Floraí (PR)","4825"
"4107850","Flor da Serra do Sul (PR)","4367"
"4107900","Floresta (PR)","11226"
"4108007","Florestópolis (PR)","11639"
"4108106","Flórida (PR)","2704"
"4108205","Formosa do Oeste (PR)","7756"
"4108304","Foz do Iguaçu (PR)","295500"
"4108320","Francisco Alves (PR)","8464"
"4108403","Francisco Beltrão (PR)","101302"
"4108452","Foz do Jordão (PR)","4925"
"4108502","General Carneiro (PR)","10861"
"4108551","Godoy Moreira (PR)","2970"
"4108601","Goioerê (PR)","28970"
"4108650","Goioxim (PR)","6531"
"4108700","Grandes Rios (PR)","5586"
"4108809","Guaíra (PR)","32966"
"4108908","Guairaçá (PR)","6733"
"4108957","Guamiranga (PR)","7961"
"4109005","Guapirama (PR)","4792"
"4109104","Guaporema (PR)","2217"
"4109203","Guaraci (PR)","4762"
"4109302","Guaraniaçu (PR)","13814"
"4109401","Guarapuava (PR)","188710"
"4109500","Guaraqueçaba (PR)","7474"
"4109609","Guaratuba (PR)","44323"
"4109658","Honório Serpa (PR)","4872"
"4109708","Ibaiti (PR)","29440"
"4109757","Ibema (PR)","6327"
"4109807","Ibiporã (PR)","53054"
"4109906","Icaraíma (PR)","9139"
"4110003","Iguaraçu (PR)","5599"
"4110052","Iguatu (PR)","2162"
"4110078","Imbaú (PR)","14815"
"4110102","Imbituva (PR)","30757"
"4110201","Inácio Martins (PR)","9633"
"4110300","Inajá (PR)","2510"
"4110409","Indianópolis (PR)","4531"
"4110508","Ipiranga (PR)","14338"
"4110607","Iporã (PR)","16062"
"4110656","Iracema do Oeste (PR)","2344"
"4110706","Irati (PR)","60796"
"4110805","Iretama (PR)","10843"
"4110904","Itaguajé (PR)","4532"
"4110953","Itaipulândia (PR)","11984"
"4111001","Itambaracá (PR)","5874"
"4111100","Itambé (PR)","6215"
"4111209","Itapejara d'Oeste (PR)","12766"
"4111258","Itaperuçu (PR)","32890"
"4111308","Itaúna do Sul (PR)","3620"
"4111407","Ivaí (PR)","13473"
"4111506","Ivaiporã (PR)","33529"
"4111555","Ivaté (PR)","6833"
"4111605","Ivatuba (PR)","2705"
"4111704","Jaboti (PR)","5576"
"4111803","Jacarezinho (PR)","41400"
"4111902","Jaguapitã (PR)","15719"
"4112009","Jaguariaíva (PR)","36231"
"4112108","Jandaia do Sul (PR)","21851"
"4112207","Janiópolis (PR)","5835"
"4112306","Japira (PR)","5060"
"4112405","Japurá (PR)","9354"
"4112504","Jardim Alegre (PR)","12130"
"4112603","Jardim Olinda (PR)","1353"
"4112702","Jataizinho (PR)","11971"
"4112751","Jesuítas (PR)","10860"
"4112801","Joaquim Távora (PR)","12280"
"4112900","Jundiaí do Sul (PR)","3366"
"4112959","Juranda (PR)","7898"
"4113007","Jussara (PR)","6795"
"4113106","Kaloré (PR)","4657"
"4113205","Lapa (PR)","45857"
"4113254","Laranjal (PR)","5575"
"4113304","Laranjeiras do Sul (PR)","33103"
"4113403","Leópolis (PR)","3751"
"4113429","Lidianópolis (PR)","3989"
"4113452","Lindoeste (PR)","5226"
"4113502","Loanda (PR)","23813"
"4113601","Lobato (PR)","4693"
"4113700","Londrina (PR)","577318"
"4113734","Luiziana (PR)","6696"
"4113759","Lunardelli (PR)","4902"
"4113809","Lupionópolis (PR)","4911"
"4113908","Mallet (PR)","13655"
"4114005","Mamborê (PR)","13572"
"4114104","Mandaguaçu (PR)","33752"
"4114203","Mandaguari (PR)","38050"
"4114302","Mandirituba (PR)","28761"
"4114351","Manfrinópolis (PR)","2761"
"4114401","Mangueirinha (PR)","16764"
"4114500","Manoel Ribas (PR)","14576"
"4114609","Marechal Cândido Rondon (PR)","58140"
"4114708","Maria Helena (PR)","5935"
"4114807","Marialva (PR)","44098"
"4114906","Marilândia do Sul (PR)","8774"
"4115002","Marilena (PR)","7409"
"4115101","Mariluz (PR)","9934"
"4115200","Maringá (PR)","425983"
"4115309","Mariópolis (PR)","6475"
"4115358","Maripá (PR)","6767"
"4115408","Marmeleiro (PR)","16386"
"4115457","Marquinho (PR)","4521"
"4115507","Marumbi (PR)","4778"
"4115606","Matelândia (PR)","19022"
"4115705","Matinhos (PR)","41416"
"4115739","Mato Rico (PR)","3237"
"4115754","Mauá da Serra (PR)","9628"
"4115804","Medianeira (PR)","57120"
"4115853","Mercedes (PR)","6136"
"4115903","Mirador (PR)","2258"
"4116000","Miraselva (PR)","2008"
"4116059","Missal (PR)","11301"
"4116109","Moreira Sales (PR)","11137"
"4116208","Morretes (PR)","18908"
"4116307","Munhoz de Melo (PR)","4045"
"4116406","Nossa Senhora das Graças (PR)","3685"
"4116505","Nova Aliança do Ivaí (PR)","1327"
"4116604","Nova América da Colina (PR)","3299"
"4116703","Nova Aurora (PR)","14219"
"4116802","Nova Cantu (PR)","6799"
"4116901","Nova Esperança (PR)","27142"
"4116950","Nova Esperança do Sudoeste (PR)","5744"
"4117008","Nova Fátima (PR)","7201"
"4117057","Nova Laranjeiras (PR)","12287"
"4117107","Nova Londrina (PR)","13085"
"4117206","Nova Olímpia (PR)","5960"
"4117214","Nova Santa Bárbara (PR)","4280"
"4117222","Nova Santa Rosa (PR)","8535"
"4117255","Nova Prata do Iguaçu (PR)","13196"
"4117271","Nova Tebas (PR)","6870"
"4117297","Novo Itacolomi (PR)","3210"
"4117305","Ortigueira (PR)","24627"
"4117404","Ourizona (PR)","3206"
"4117453","Ouro Verde do Oeste (PR)","7031"
"4117503","Paiçandu (PR)","48207"
"4117602","Palmas (PR)","49891"
"4117701","Palmeira (PR)","34806"
"4117800","Palmital (PR)","12967"
"4117909","Palotina (PR)","36623"
"4118006","Paraíso do Norte (PR)","13634"
"4118105","Paranacity (PR)","9597"
"4118204","Paranaguá (PR)","149819"
"4118303","Paranapoema (PR)","2378"
"4118402","Paranavaí (PR)","95525"
"4118451","Pato Bragado (PR)","5939"
"4118501","Pato Branco (PR)","96602"
"4118600","Paula Freitas (PR)","5778"
"4118709","Paulo Frontin (PR)","6369"
"4118808","Peabiru (PR)","13496"
"4118857","Perobal (PR)","7496"
"4118907","Pérola (PR)","12275"
"4119004","Pérola d'Oeste (PR)","6235"
"4119103","Piên (PR)","14179"
"4119152","Pinhais (PR)","131199"
"4119202","Pinhalão (PR)","6707"
"4119251","Pinhal de São Bento (PR)","2819"
"4119301","Pinhão (PR)","30472"
"4119400","Piraí do Sul (PR)","24000"
"4119509","Piraquara (PR)","124934"
"4119608","Pitanga (PR)","34513"
"4119657","Pitangueiras (PR)","3121"
"4119707","Planaltina do Paraná (PR)","4123"
"4119806","Planalto (PR)","14663"
"4119905","Ponta Grossa (PR)","372562"
"4119954","Pontal do Paraná (PR)","32426"
"4120002","Porecatu (PR)","11438"
"4120101","Porto Amazonas (PR)","4099"
"4120150","Porto Barreiro (PR)","3078"
"4120200","Porto Rico (PR)","3316"
"4120309","Porto Vitória (PR)","3549"
"4120333","Prado Ferreira (PR)","3799"
"4120358","Pranchita (PR)","5833"
"4120408","Presidente Castelo Branco (PR)","4336"
"4120507","Primeiro de Maio (PR)","10121"
"4120606","Prudentópolis (PR)","50428"
"4120655","Quarto Centenário (PR)","4170"
"4120705","Quatiguá (PR)","8357"
"4120804","Quatro Barras (PR)","25109"
"4120853","Quatro Pontes (PR)","4636"
"4120903","Quedas do Iguaçu (PR)","31405"
"4121000","Querência do Norte (PR)","10693"
"4121109","Quinta do Sol (PR)","5060"
"4121208","Quitandinha (PR)","18823"
"4121257","Ramilândia (PR)","4293"
"4121307","Rancho Alegre (PR)","3501"
"4121356","Rancho Alegre D'Oeste (PR)","2638"
"4121406","Realeza (PR)","19903"
"4121505","Rebouças (PR)","14754"
"4121604","Renascença (PR)","6946"
"4121703","Reserva (PR)","24851"
"4121752","Reserva do Iguaçu (PR)","6543"
"4121802","Ribeirão Claro (PR)","12770"
"4121901","Ribeirão do Pinhal (PR)","13180"
"4122008","Rio Azul (PR)","14214"
"4122107","Rio Bom (PR)","3223"
"4122156","Rio Bonito do Iguaçu (PR)","14234"
"4122172","Rio Branco do Ivaí (PR)","3850"
"4122206","Rio Branco do Sul (PR)","39307"
"4122305","Rio Negro (PR)","31992"
"4122404","Rolândia (PR)","74935"
"4122503","Roncador (PR)","11371"
"4122602","Rondon (PR)","9240"
"4122651","Rosário do Ivaí (PR)","5491"
"4122701","Sabáudia (PR)","9320"
"4122800","Salgado Filho (PR)","4097"
"4122909","Salto do Itararé (PR)","5267"
"4123006","Salto do Lontra (PR)","15636"
"4123105","Santa Amélia (PR)","3386"
"4123204","Santa Cecília do Pavão (PR)","3375"
"4123303","Santa Cruz de Monte Castelo (PR)","8806"
"4123402","Santa Fé (PR)","11669"
"4123501","Santa Helena (PR)","26341"
"4123600","Santa Inês (PR)","1760"
"4123709","Santa Isabel do Ivaí (PR)","9059"
"4123808","Santa Izabel do Oeste (PR)","14385"
"4123824","Santa Lúcia (PR)","3657"
"4123857","Santa Maria do Oeste (PR)","9985"
"4123907","Santa Mariana (PR)","11034"
"4123956","Santa Mônica (PR)","3373"
"4124004","Santana do Itararé (PR)","5628"
"4124020","Santa Tereza do Oeste (PR)","13749"
"4124053","Santa Terezinha de Itaipu (PR)","25055"
"4124103","Santo Antônio da Platina (PR)","45534"
"4124202","Santo Antônio do Caiuá (PR)","2496"
"4124301","Santo Antônio do Paraíso (PR)","2116"
"4124400","Santo Antônio do Sudoeste (PR)","24644"
"4124509","Santo Inácio (PR)","6397"
"4124608","São Carlos do Ivaí (PR)","6712"
"4124707","São Jerônimo da Serra (PR)","10913"
"4124806","São João (PR)","12230"
"4124905","São João do Caiuá (PR)","5620"
"4125001","São João do Ivaí (PR)","10700"
"4125100","São João do Triunfo (PR)","13923"
"4125209","São Jorge d'Oeste (PR)","9550"
"4125308","São Jorge do Ivaí (PR)","5193"
"4125357","São Jorge do Patrocínio (PR)","6659"
"4125407","São José da Boa Vista (PR)","6060"
"4125456","São José das Palmeiras (PR)","4030"
"4125506","São José dos Pinhais (PR)","345644"
"4125555","São Manoel do Paraná (PR)","2173"
"4125605","São Mateus do Sul (PR)","43413"
"4125704","São Miguel do Iguaçu (PR)","30198"
"4125753","São Pedro do Iguaçu (PR)","5769"
"4125803","São Pedro do Ivaí (PR)","8611"
"4125902","São Pedro do Paraná (PR)","2722"
"4126009","São Sebastião da Amoreira (PR)","8100"
"4126108","São Tomé (PR)","5290"
"4126207","Sapopema (PR)","6784"
"4126256","Sarandi (PR)","125785"
"4126272","Saudade do Iguaçu (PR)","6342"
"4126306","Sengés (PR)","17344"
"4126355","Serranópolis do Iguaçu (PR)","5138"
"4126405","Sertaneja (PR)","5667"
"4126504","Sertanópolis (PR)","16183"
"4126603","Siqueira Campos (PR)","23712"
"4126652","Sulina (PR)","3495"
"4126678","Tamarana (PR)","10645"
"4126702","Tamboara (PR)","4979"
"4126801","Tapejara (PR)","16255"
"4126900","Tapira (PR)","5813"
"4127007","Teixeira Soares (PR)","9581"
"4127106","Telêmaco Borba (PR)","77182"
"4127205","Terra Boa (PR)","18048"
"4127304","Terra Rica (PR)","14989"
"4127403","Terra Roxa (PR)","18548"
"4127502","Tibagi (PR)","20304"
"4127601","Tijucas do Sul (PR)","18279"
"4127700","Toledo (PR)","158620"
"4127809","Tomazina (PR)","8495"
"4127858","Três Barras do Paraná (PR)","11197"
"4127882","Tunas do Paraná (PR)","6302"
"4127908","Tuneiras do Oeste (PR)","8095"
"4127957","Tupãssi (PR)","8204"
"4127965","Turvo (PR)","14443"
"4128005","Ubiratã (PR)","25517"
"4128104","Umuarama (PR)","121972"
"4128203","União da Vitória (PR)","56397"
"4128302","Uniflor (PR)","2121"
"4128401","Uraí (PR)","10407"
"4128500","Wenceslau Braz (PR)","19430"
"4128534","Ventania (PR)","9779"
"4128559","Vera Cruz do Oeste (PR)","8227"
"4128609","Verê (PR)","8051"
"4128625","Alto Paraíso (PR)","3077"
"4128633","Doutor Ulysses (PR)","5773"
"4128658","Virmond (PR)","3842"
"4128708","Vitorino (PR)","10280"
"4128807","Xambrê (PR)","5851"
"4200051","Abdon Batista (SC)","2633"
"4200101","Abelardo Luz (SC)","17736"
